Timestamp,Age,Gender,Marital status,Part TIme/ Full Time Student,Where are you from?,Which University / Institute are you from?,Which faculty are you from?,Which academic year are you currently in? ,What is your preferred mode of learning ?,Are you missing traditional learning?,Benefits of e-learning you feel compared to in-class learning? [Easy to attend classes without missing],Benefits of e-learning you feel compared to in-class learning? [Ability to record lecture],Benefits of e-learning you feel compared to in-class learning? [Access to more learning materials],Benefits of e-learning you feel compared to in-class learning? [Learning on your own pace],Benefits of e-learning you feel compared to in-class learning? [Comfort environment at home],Benefits of e-learning you feel compared to in-class learning? [More time to focus on other interest],Any other benefits you feel compared to in-class learning?,Strategies you like on Online Teaching  ? [Interactive Discussions only with the pre-uploaded  record Lectures],Strategies you like on Online Teaching  ? [Lectures with in-class quizzes],Strategies you like on Online Teaching  ? [Online team Activities [Breakout Room]],Strategies you like on Online Teaching  ? [Video based teaching with whiteboard],Strategies you like on Online Teaching  ? [Online teaching with touch Pad],Strategies you like on Online Teaching  ? [Lectures with Polls ],Strategies you like on Online Teaching  ? [Offline learning with recorded videos],What are the online based assessment methodologies you prefer ?,Generic skills and learning experience in E-Learning (E-Learning developed my problem-solving skills),Generic skills and learning experience in E-Learning (E-Learning helped me develop my ability to work as team member),Generic skills and learning experience in E-Learning (E-Learning helped me to develop the ability to plan my own work),Generic skills and learning experience in E-Learning (E-Learning improves my confident about tackling unfamiliar problems),"Generic skills and learning experience in E-Learning (As a result of E-Learning, I am more positive about achieving my goals)",Technical challenges you faces on E-Learning? [Poor network coverage],"Technical challenges you faces on E-Learning? [Issues is in handling IT infrastructures [Eg : Zoom, Moodle, Etc)]",Technical challenges you faces on E-Learning? [Lack of access to personal Computer],Technical challenges you faces on E-Learning? [Frequent power failures],Personal challenges you faces on E-Learning? [Lack of social interaction with colleagues],Personal challenges you faces on E-Learning? [Lack of Team work / Group Study],Personal challenges you faces on E-Learning? [Lack of motivation to study],Personal challenges you faces on E-Learning? [Lack of concentration ],Course related challenges you faces on E-Learning? [Missing practical experience ],Course related challenges you faces on E-Learning? [Missing group project activities],Course related challenges you faces on E-Learning? [Additional stress due to online exams],Course related challenges you faces on E-Learning? [missing class room Interative learning],Course related challenges you faces on E-Learning? [Lack of focus on lecture time],Any other challenges you faces compared to in-class learning?,Overall satisfaction through E-Learning,Which of the following do you still wish to have online if universities opt for a hybrid approach?,Please indicate that you agree to participate in this study
11/8/2021 21:15:13,25,Female,Single,Yes,Matale,Rajarata University,Information Technology,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],3,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,,Strongly Agree,Disagree,Not Sure,Agree,Agree,Disagree,Strongly Agree,Quizzes,Diasgree,Strongly Disagree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,8,Lectures,I agree to participate in this study
11/9/2021 2:18:05,24,Female,Single,No,Kalutara,Rajarata University,Medicine,Third Year,Traditional Learning [In Class Learning],5,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Time saving,Disagree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Quizzes,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,,8,None of them,I agree to participate in this study
11/25/2021 22:40:37,23,Female,Single,No,Kandy,Wayamba University,Agriculture,Second Year,Hybrid Learning [Mix of Online and In Class Learning],3,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Not Sure,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Diasgree,Strongly Agree,Not Sure,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,,6,,
11/25/2021 22:50:39,22,Male,Single,No,Badulla,Wayamba University,Agriculture,Second Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Quizzes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,7,,
11/25/2021 23:09:27,24,Female,Single,No,Kurunegala,Wayamba University,Agriculture,Second Year,Traditional Learning [In Class Learning],5,Agree,Agree,Agree,Agree,Agree,Agree,Can listen again and again to the recordings to understand some parts of the lesson,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Quizzes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Not Sure,Strongly Agree,Not Sure,Agree,Agree,Agree,Health issues ,8,,
11/25/2021 23:27:23,22,Female,Single,No,Colombo,Wayamba University,Technology,Second Year,Online Learning with Real-time Interaction,3,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,no time wast on up and down traveling ,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Online Report Submissions,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Diasgree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Health problems due to electronic devices . such as  poor eye vision.,10,,
11/25/2021 23:27:25,23,Female,Single,No,Galle,Wayamba University,Agriculture,Second Year,Hybrid Learning [Mix of Online and In Class Learning],4,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,We can access it anytime,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,-,6,,
11/26/2021 0:39:35,24,Female,Single,No,Matara,Wayamba University,Agriculture,Second Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Agree,Agree,Agree,,6,,
11/26/2021 8:01:23,21,Male,Single,No,Jaffna,University of Moratuwa,Information Technology,First Year,Traditional Learning [In Class Learning],5,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Not Sure,,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,5,,
11/26/2021 8:35:28,23,Female,Single,No,Kegalle,University of Moratuwa,Information Technology,Third Year,Online Learning with Real-time Interaction,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,"Quizzes, Online Report Submissions",Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,,8,,
11/26/2021 8:35:55,22,Male,Single,No,Matale,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],,Agree,Agree,Agree,Agree,Not Sure,Agree,,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Quizzes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,5,,
11/26/2021 8:37:51,21,Male,Single,No,Kalutara,University of Moratuwa,Information Technology,First Year,Traditional Learning [In Class Learning],5,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Online Report Submissions,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,1,,
11/26/2021 8:46:04,21,Female,Single,No,Colombo,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Strongly Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Agree,,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Not Sure,"Quizzes, Online Report Submissions",Disagree,Agree,Not Sure,Disagree,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,8,,
11/26/2021 9:13:08,23,Male,Single,No,Gampaha,University of Moratuwa,Information Technology,Third Year,Online Learning with Real-time Interaction,3,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Quizzes,Disagree,Agree,Disagree,Disagree,Agree,Agree,Not Sure,Disagree,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,,10,,
11/26/2021 9:30:50,21,Male,Single,Yes,Anuradhapura,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Not Sure,Agree,Agree,Agree,Agree,Agree,Disagree,"Quizzes, Online Report Submissions",Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Agree,Agree,,8,,
11/26/2021 9:36:22,21,Male,Single,No,Kurunegala,University of Moratuwa,Information Technology,First Year,Traditional Learning [In Class Learning],5,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,5,,
11/26/2021 9:55:42,22,Female,Single,No,Anuradhapura,University of Moratuwa,Information Technology,Second Year,Online Learning with Real-time Interaction,1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Not Sure,Strongly Disagree,Agree,Not Sure,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Sure,,9,,
11/26/2021 10:11:41,24,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Fourth Year,Offline Learning [E-Learning with Recorded videos],5,Strongly Agree,Strongly Agree,Agree,Not Sure,Agree,Disagree,Easy to interact with lecturer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,,5,,
11/26/2021 10:13:48,21,Male,Single,No,Jaffna,University of Moratuwa,Engineering,First Year,Traditional Learning [In Class Learning],5,Agree,Agree,Agree,Agree,Not Sure,Disagree,,Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Agree,"Quizzes, Online Presentations, Online Report Submissions",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Diasgree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,,6,,
11/26/2021 10:15:58,22,Female,Single,No,Badulla,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Online Report Submissions,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,,8,,
11/26/2021 10:15:59,24,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],5,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,,Not Sure,Not Sure,Strongly Disagree,Agree,Strongly Agree,Disagree,Not Sure,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Agree,,6,,
11/26/2021 10:18:15,24,Female,Single,No,Monaragala,University of Moratuwa,Others,Second Year,Traditional Learning [In Class Learning],1,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,"Quizzes, Online Report Submissions",Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,,3,,
11/26/2021 10:25:00,23,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Traditional Learning [In Class Learning],5,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,,Not Sure,Disagree,Disagree,Agree,Agree,Not Sure,Strongly Disagree,Quizzes,Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Agree,Not Sure,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,4,,
11/26/2021 10:36:43,21,Male,Single,No,Badulla,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],3,Not Sure,Agree,Agree,Not Sure,Agree,Disagree,,Agree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,,Disagree,Not Sure,Not Sure,Disagree,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Heavy workload and untimed letures from time to time.,6,,
11/26/2021 10:40:16,23,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],4,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Not Sure,,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Online Report Submissions,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Mental stress and other family responsibilities to complete since we are at home,1,,
11/26/2021 10:41:31,21,Female,Single,No,Trincomalee,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,"Quizzes, Online Presentations",Disagree,Strongly Disagree,Not Sure,Disagree,Not Sure,Strongly Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,,6,,
11/26/2021 10:46:33,24,Male,Single,No,Colombo,University of Moratuwa,Engineering,Fourth Year,Traditional Learning [In Class Learning],5,Not Sure,Strongly Agree,Not Sure,Agree,Strongly Disagree,Not Sure,None,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,"Quizzes, Online Presentations, Online Report Submissions",Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Diasgree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,The main problem is lack of concentration ,2,,
11/26/2021 10:52:59,20,Female,Single,No,Kurunegala,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],3,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Quizzes,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Agree,Agree,Diasgree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,9,,
11/26/2021 10:55:39,21,Female,Single,No,Badulla,University of Moratuwa,Information Technology,First Year,Traditional Learning [In Class Learning],5,Disagree,Agree,Not Sure,Disagree,Disagree,Not Sure,No,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Quizzes,Disagree,Disagree,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,4,,
11/26/2021 11:31:52,25,Male,Single,No,Gampaha,University of Moratuwa,Information Technology,Fourth Year,Offline Learning [E-Learning with Recorded videos],4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,No use of attending lectures on given time. but looking videos in our preferable time is good,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Quizzes,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Weather conditions, roof leakages in rainy days",3,,
11/26/2021 11:35:24,21,Male,Single,No,Kegalle,University of Moratuwa,Information Technology,First Year,Hybrid Learning [Mix of Online and In Class Learning],4,Agree,Agree,Not Sure,Agree,Agree,Agree,,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Not Sure,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,5,,
11/26/2021 11:51:46,22,Female,Single,No,Jaffna,University of Moratuwa,Others,First Year,Hybrid Learning [Mix of Online and In Class Learning],5,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quizzes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,5,,
11/26/2021 12:07:38,24,Male,Single,No,Jaffna,University of Moratuwa,Engineering,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],4,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Diasgree,Diasgree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,,8,,
11/26/2021 12:15:56,22,Female,Single,No,Colombo,University of Moratuwa,Information Technology,First Year,Traditional Learning [In Class Learning],5,Agree,Agree,Agree,Agree,Agree,Agree,,Not Sure,Disagree,Not Sure,Not Sure,Agree,Strongly Agree,Disagree,"Quizzes, Online Report Submissions",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,4,,
11/26/2021 12:30:49,24,Female,Single,No,Jaffna,University of Jaffna,Agriculture,Second Year,Traditional Learning [In Class Learning],5,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Environmental ,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,"Quizzes, Online Presentations, Online Report Submissions",Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,No,7,,
11/26/2021 12:48:56,23,Female,Single,No,Jaffna,University of Moratuwa,Engineering,Third Year,Hybrid Learning [Mix of Online and In Class Learning],5,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Not Sure,Strongly Agree,Disagree,Agree,Disagree,Agree,Not Sure,Quizzes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,7,,
11/26/2021 12:54:04,23,Male,Single,No,Batticaloa,University of Moratuwa,Information Technology,Third Year,Traditional Learning [In Class Learning],5,Disagree,Strongly Agree,Agree,Not Sure,Disagree,Disagree,,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Agree,Disagree,"Quizzes, Online Presentations, Online Report Submissions",Disagree,Disagree,Not Sure,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Distractions in home environment is higher than in university environment,2,,
11/26/2021 13:03:01,23,Female,Single,No,Jaffna,Sri Lanka Institute of Information Technology,Information Technology,First Year,Online Learning with Real-time Interaction,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,"Time can be saved. No tired by transport. No food problems not by taking food out store. More time to get studies. (Some students cheat while teaching, they on and then sleep or do their works. But this is disadvantage for them. Truly studying child never cheats.)",Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Not Sure,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Disagree,Strongly Disagree,Disagree,Agree,,9,,
11/26/2021 13:03:42,22,Female,Single,No,Jaffna,University of Jaffna,Science,First Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Not Sure,Agree,Strongly Disagree,Agree,None,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,"Quizzes, Online Presentations",Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,5,,
11/26/2021 13:45:10,23,Female,Single,No,Kalutara,University of Moratuwa,Engineering,Fourth Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,6,,
11/26/2021 13:49:26,24,Female,Single,No,Jaffna,University of Moratuwa,Engineering,Fourth Year,Hybrid Learning [Mix of Online and In Class Learning],1,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,I can study in my convenient time(midnyt) and take good rest in the times where I'm less productive.,Strongly Agree,Not Sure,Agree,Agree,Agree,Not Sure,Strongly Agree,"Quizzes, Online Report Submissions",Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,It's hard to self evaluate the performance.  Sometimes I used to think I'm doing very good and limit my efforts. Sometimes I fear I'm not doing great and stress out. In in-class learning we can have a self evaluation by having other students as benchmark,10,,
11/26/2021 14:01:21,23,Male,Single,No,Jaffna,University of Peradeniya,Engineering,Third Year,Offline Learning [E-Learning with Recorded videos],3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,"Quizzes, Online Presentations, Online Report Submissions",Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Not Sure,Diasgree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,,7,,
11/26/2021 14:02:01,23,Male,Single,No,Jaffna,University of Peradeniya,Engineering,Third Year,Traditional Learning [In Class Learning],5,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,"Quizzes, Online Presentations, Online Report Submissions",Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,5,,
11/26/2021 14:14:47,24,Female,Single,No,Jaffna,University of Peradeniya,Engineering,Third Year,Traditional Learning [In Class Learning],5,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Quizzes, Online Report Submissions",Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Not Sure,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,6,,
